2, 0.020900000
4, 0.020710000
8, 0.017260000
16, 0.019800000
32, 0.018680000
64, 0.017500000
128, 0.018070000
256, 0.017560000
512, 0.017750000
1024, 0.017120000
2048, 0.018060000
4096, 0.022340000
8192, 0.026510000
16384, 0.037940000
32768, 0.193800000
65536, 0.381150000
131072, 0.693940000
